lembaga,kelompok_koordinator,npsn,nama_pt,nm_bp,provinsi_pt,jln,kec_pt,Kabupaten/Kota,website,no_tel,email
LLDIKTI Wilayah VI,PTS,063083  ,STKIP Islam Bumi Ayu,Sekolah Tinggi,Prop. Jawa Tengah             ,Bumiayu ,,Kab. Brebes                   ,stkipislambumiayu.ac.id,0289 432032,stkipislambumiayu@yahoo.com
LLDIKTI Wilayah VI,PTS,063030  ,Sekolah Tinggi Ilmu Ekonomi Assholeh,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Sindoro No 39 Pemalang,,Kab. Pemalang                 ,www.stie-assholeh-pemalang.ac.id,(0284) 322881,stieassh@yahoo.co.id
LLDIKTI Wilayah VI,PTS,063111  ,STIKES Muhammadiyah Tegal,Sekolah Tinggi,Prop. Jawa Tengah             ,,,Kab. Tegal                    ,,,
LLDIKTI Wilayah VI,PTS,063100  ,STKIP Nahdlatul Ulama Kabupaten Tegal,Sekolah Tinggi,Prop. Jawa Tengah             ,,,Kab. Tegal                    ,-,0283-491576,stkipnutegalkab@gmail.com
LLDIKTI Wilayah VI,PTS,063057  ,Sekolah Tinggi Ilmu Kesehatan Cendekia Utama,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Lingkar Raya Ds Jepang ,,Kab. Kudus                    , http://stikescendekiautamakudus.ac.id,02914248656, 
LLDIKTI Wilayah VI,PTS,063054  ,STMIK AKI Pati,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Kamandowo No 13 ,,Kab. Pati                     ,www.stmik-aki.ac.id,0295-382087,stimikaki@stmik-aki.ac.id
LLDIKTI Wilayah VI,PTS,063085  ,STIKES Muhammadiyah Kudus,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Ganesha I Purwosari ,,Kab. Kudus                    ,www.umkudus.ac.id,0291-437-218,sekretariat@umkudus.ac.id
LLDIKTI Wilayah VI,PTS,063068  ,STIKES Muhammadiyah Pekajangan,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Raya Pekajangan 87 ,,Kab. Pekalongan               ,stikesmuh-pkj.ac.id,0285 785179,stikespkj@yahoo.co.id
LLDIKTI Wilayah VI,PTS,063031  ,Sekolah Tinggi Ilmu Ekonomi YPPI,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Raya Rembang - Pamotan KM 4 Rembang Jawa Tengah,,Kab. Rembang                  ,www.stie-yppi.ac.id,02956999002,stie_rembang@yahoo.co.id
LLDIKTI Wilayah VI,PTS,063052  ,Sekolah Tinggi Teknologi Ronggolawe,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Kampus Ronggolawe Blok B No 1 Mentul,,Kab. Blora                    ,www.sttrcepu.ac.id,0296-422322,sttrcepu@yahoo.co.id/humas@sttrcepu.ac.id
LLDIKTI Wilayah VI,PTS,063082  ,STIA Asuh Mitra Solo,Sekolah Tinggi,Prop. Jawa Tengah             ,Jl. Raya Palur Km.05 Surakarta,,Kota Surakarta                ,-,0271-825967,stiaasmisolo77@yahoo.com
LLDIKTI Wilayah VI,PTS,063012  ,Sekolah Tinggi Ilmu Ekonomi St Pignatelli,Sekolah Tinggi,Prop. Jawa Tengah             ,"Jln.Duwet No.1 Karangasem, Laweyan, Surakarta ",,Kota Surakarta                ,www.stiepignatelli.ac.id,0271-726977,stiepignatelli70@yahoo.com
LLDIKTI Wilayah VI,PTS,063018  ,Sekolah Tinggi Ilmu Ekonomi Swasta Mandiri,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Tejonoto I Rt 0205 Danukusuman Serengan,,Kota Surakarta                ,www.stas.ac.id,(0271) 645235,esaf@stas.ac.id
LLDIKTI Wilayah VI,PTS,063024  ,Sekolah Tinggi Ilmu Ekonomi Adi Unggul Bhirawa,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Mester Sartono Nomor 46 ,,Kota Surakarta                ,www.stie-aub.co.id,0271-854904,admin@stie-aub.ac.id
LLDIKTI Wilayah VI,PTS,063059  ,STMIK Duta Bangsa,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Bhayangkara No 55 ,,Kota Surakarta                ,www.stmikdb.ac.id,(0271) 719552,info@stmikdb.ac.id
LLDIKTI Wilayah VI,PTS,063066  ,Sekolah Tinggi Ilmu Kesehatan 'Aisyiyah Surakarta,Sekolah Tinggi,Prop. Jawa Tengah             ,"Jl. Ki Hajar Dewantara No. 10 Kentingan, Jebres Surakarta",,Kota Surakarta                ,www.stikes-aisyiyah.ac.id,0271631141,pdpt@stikes-aisyiyah.ac.id
LLDIKTI Wilayah VI,PTS,063006  ,Sekolah Tinggi Ilmu Ekonomi Atma Bhakti,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Letnan Jenderal Sutoyo No. 43 Cengklik Nusukan Banjarsari Surakarta,,Kota Surakarta                ,http://stie-atmabhakti.ac.id,0271 852523; 855163,admin@stie-atmabhakti.ac.id
LLDIKTI Wilayah VI,PTS,063089  ,STIKES PKU Muhammadiyah Surakarta,Sekolah Tinggi,Prop. Jawa Tengah             ,"Jl. Tulang Bawang Selatan No. 26 Tegalsari, RT. 01 RW. 32 Kadipiro Banjarsari Su",,Kota Surakarta                ,www.stikespku.ac.id,0271734955,admin@stikespku.ac.id
LLDIKTI Wilayah VI,PTS,063086  ,STIKES Kusuma Husada Surakarta,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Jaya Wijaya No 11 Kadipiro,,Kota Surakarta                ,www.stikeskusumahusada.ac.id,0271-857-724,stikes_kh@yahoo.com
LLDIKTI Wilayah VI,PTS,063047  ,STMIK Himsya,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Raya Karanganyar Tugu Km 12 No 58,,Kota Semarang                 ,www.himsya.ac.id,024-8665420,baak.himsya@google.com
LLDIKTI Wilayah VI,PTS,063074  ,STIKES Karya Husada Semarang,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan R. Soekanto No. 46 semarang ,,Kota Semarang                 ,stikesyahoedsmg.ac.id,024 6724581,stikeskaryahusada.smg@gmail.com
LLDIKTI Wilayah VI,PTS,063008  ,Sekolah Tinggi Ilmu Ekonomi Dharma Putra Semarang,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Pamularsih Raya No 16 ,,Kota Semarang                 , http://stiedharmaputra-smg.ac.id/,024-7601410, info@stiedharmaputra-smg.ac.id
LLDIKTI Wilayah VI,PTS,063011  ,Sekolah Tinggi Ilmu Ekonomi Cendekia Karya Utama,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Tembalang Raya 15 ,,Kota Semarang                 , cendekiaku.ac.id,024-76440587,cendekiaku@cendekiaku.ac.id
LLDIKTI Wilayah VI,PTS,063010  ,Sekolah Tinggi Ilmu Ekonomi Pariwisata Indonesia,Sekolah Tinggi,Prop. Jawa Tengah             ,Bendan Ngisor ,,Kota Semarang                 ,stiepari.ac.id,024-8317391,stiepari@yahoo.com
LLDIKTI Wilayah VI,PTS,063026  ,Sekolah Tinggi Ilmu Ekonomi Totalwin,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Kyai Saleh No 11 ,,Kota Semarang                 ,stietotalwin.ac.id,024-76435132,stietotalwin@yahoo.co.id
LLDIKTI Wilayah VI,PTS,063081  ,Sekolah Tinggi Ilmu Kesehatan Elisabeth Semarang,Sekolah Tinggi,Prop. Jawa Tengah             ,Jl Kawi No.11 Semarang,,Kota Semarang                 , www.stibeth.ac.id,024- 8412729,akabeth_semarang@yahoo.com
LLDIKTI Wilayah VI,PTS,063058  ,STIMIK Pro Visi,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Pattimura No 32-34 ,,Kota Semarang                 ,www.provisi.ac.id,024-3510827,info@provisi.ac.id
LLDIKTI Wilayah VI,PTS,063022  ,Sekolah Tinggi Ilmu Ekonomi AMA,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Diponegoro No. 39 Salatiga,,Kota Salatiga                 ,www.stieama.ac.id,0298 321013,admin@stieama.ac.id
LLDIKTI Wilayah VI,PTS,063025  ,Sekolah Tinggi Ilmu Ekonomi Semarang,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Menoreh Utara Raya No 11 Semarang,,Kota Semarang                 ,stiesemarang.ac.id,0248506802,info@stiesemarang.ac.id
LLDIKTI Wilayah VI,PTS,063007  ,Sekolah Tinggi Ilmu Ekonomi Widya Manggala,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Sriwijaya No 32 & 36 Semarang,,Kota Semarang                 , www.widyamanggala.ac.id,024 8311982,stie_widyamanggala@yahoo.com
LLDIKTI Wilayah VI,PTS,063013  ,Sekolah Tinggi Ilmu Ekonomi Bank Bpd Jawa Tengah,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Pemuda No. 4 A,,Kota Semarang                 ,www.stiebankbpdjateng.ac.id,024-3553834,info@stiebankbpdjateng.ac.id
LLDIKTI Wilayah VI,PTS,063028  ,Sekolah Tinggi Ilmu Ekonomi Pelita Nusantara,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Slamet Riyadi No 40 ,,Kota Semarang                 ,stiepena.ac.id,024-6735414,stiepena@yahoo.com
LLDIKTI Wilayah VI,PTS,063009  ,Sekolah Tinggi Ilmu Pertanian Farming,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Pawiyatan Luhur IV15 Bendan Duwur,,Kota Semarang                 ,www.stipfarming.ac.id,024-8316051-8441430,info@stipfarming.ac.id
LLDIKTI Wilayah VI,PTS,063003  ,Sekolah Tinggi Ilmu Ekonomi Anindyaguna,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Dr Sutomo No 45 Semarang,,Kota Semarang                 ,www.anindyaguna.com,024-8415188,anindyagunasemarang@yahoo.co.id
LLDIKTI Wilayah VI,PTS,063106  ,Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Kendal,Sekolah Tinggi,Prop. Jawa Tengah             ,Jl. Pemuda 42 - 46 Kendal,,Kab. Kendal                   ,www.stikesmuhkendal.ac.id,02943686444,stikesmuhkendal@gmail.com
LLDIKTI Wilayah VI,PTS,063061  ,STMIK YMI Tegal,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Pendidikan No 1 Pesurungan Lor,,Kota Tegal                    ,stmik-tegal.ac.id,0283-325444,stmikymi01@gmail.com
LLDIKTI Wilayah VI,PTS,063060  ,Sekolah Tinggi Ilmu Kesehatan Kendal,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Laut No 31 Kendal,,Kab. Kendal                   ,www.stikeskendal.ac.id,0294 381343,stikes_kendal@yahoo.com
LLDIKTI Wilayah VI,PTS,063108  ,Sekolah Tinggi Ilmu Kesehatan Uniska,Sekolah Tinggi,Prop. Jawa Tengah             ,Jl. Soekarno no.99,,Kab. Kendal                   ,,,
LLDIKTI Wilayah VI,PTS,063064  ,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Cilacap,Sekolah Tinggi,Prop. Jawa Tengah             ,"Jl Urip Sumoharjo No 21 A Mertasinga 
Kecamatan Cilacap Utara
Kabupaten Cilaca",,Kab. Cilacap                  ,www.stiemuhcilacap.ac.id,0282-546600,institusi@stiemuhcilacap.ac.id
LLDIKTI Wilayah VI,PTS,063097  ,STKIP Majenang ,Sekolah Tinggi,Prop. Jawa Tengah             ,Jl. Raya Pahonjean Km. 2 Majenang Kab. Cilacap Jawa Tengah,,Kab. Cilacap                  ,http://stkipmajenang.ac.id,0280 623622,stkipmajenang@yahoo.co.id
LLDIKTI Wilayah VI,PTS,063107  ,Sekolah Tinggi Manajemen Informatika dan Komputer Komputama Majenang,Sekolah Tinggi,Prop. Jawa Tengah             ,,,Kab. Cilacap                  ,www.stmikkomputama.ac.id,0280623446,stmik.komputama.majenang@gmail.com
LLDIKTI Wilayah VI,PTS,063043  ,STMIK Widya Pratama,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Patriot No 25 ,,Kota Pekalongan               ,stmik-wp.ac.id.,0285-427816, akademik@stmik-wp.ac.id
LLDIKTI Wilayah VI,PTS,063053  ,Sekolah Tinggi Ilmu Kesehatan Hakli,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Dr Ismangil 27 ,,Kota Semarang                 , www.stikeshaklismg.ac.id,024-7601844, stikeshaklismg@yahoo.co.id
LLDIKTI Wilayah VI,PTS,063084  ,Sekolah Tinggi Ilmu Ekonomi AKA,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Ki mangun sarkoro no. 8 semarang,,Kota Semarang                 ,www.stie-aka.ac.id,024-3518019,info@stie-aka.ac.id
LLDIKTI Wilayah VI,PTS,063032  ,Sekolah Tinggi Ilmu Farmasi Yayasan Pharmasi,Sekolah Tinggi,Prop. Jawa Tengah             ,Jl Letjen Sarwo Edie Wibowo Plamongansari,,Kota Semarang                 ,www.stifar.ac.id,(024) 6706147 - 48,stifar_yaphar@yahoo.com
LLDIKTI Wilayah VI,PTS,063078  ,Sekolah Tinggi Ilmu Kesehatan Widya Husada,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Subali Raya No 12 ,,Kota Semarang                 ,http://stikeswh.ac.id,024-7612988,widya_husada@yahoo.com
LLDIKTI Wilayah VI,PTS,063080  ,Sekolah Tinggi Maritim Dan Transpor AMNI,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Soekarno Hatta No 180 ,,Kota Semarang                 ,www.stimart-amni.ac.id,"024-6710486, 6710648",info@stimart-amni.ac.id
LLDIKTI Wilayah VI,PTS,063049  ,Sekolah Tinggi Elektronika Dan Komputer Pat,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Majapahit No 605 ,,Kota Semarang                 ,www.stekom.ac.id,(024) 6723456,info@stekom.ac.id
LLDIKTI Wilayah VI,PTS,061025  ,Universitas Muhammadiyah Purworejo,Universitas,Prop. Jawa Tengah             ,Jalan KH Ahmad Dahlan No 3 ,Kec. Purworejo                ,Kab. Purworejo                ,www.umpwr.ac.id,0275-321494,info@umpwr.ac.id
LLDIKTI Wilayah VI,PTS,061040  ,Universitas Ma'arif Nahdlatul Ulama Kebumen,Universitas,Prop. Jawa Tengah             ,"Jalan Kusuma No. 75 Kebumen, Jawa Tengah",Kec. Kebumen                  ,Kab. Kebumen                  ,www.umnu.ac.id,0287 6601209,umnukebumen@gmail.com
LLDIKTI Wilayah VI,PTS,061045  ,Universitas Nahdlatul Ulama Purwokerto,Universitas,Prop. Jawa Tengah             ,,Kec. Purwokerto Selatan       ,Kab. Banyumas                 ,unupurwokerto.ac.id,02816841836,unupurwokerto@gmail.com
LLDIKTI Wilayah VI,PTS,061008  ,Universitas Muhammadiyah Surakarta,Universitas,Prop. Jawa Tengah             ,"Jl. Ahmad Yani, Tromol Pos1,  Pabelan Kartasura, Surakarta",Kec. Kartasura                ,Kab. Sukoharjo                ,www.ums.ac.id,0271-717417,ums@ums.ac.id
LLDIKTI Wilayah VI,PTS,061009  ,Universitas Muria Kudus,Universitas,Prop. Jawa Tengah             ,Gondangmanis Bae Po Box 53 Gebog Bae Kudus,Kec. Bae                      ,Kab. Kudus                    ,www.umk.ac.id,0291-438229,muria@umk.ac.id
LLDIKTI Wilayah VI,PTS,061016  ,Universitas Veteran Bangun Nusantara,Universitas,Prop. Jawa Tengah             ,Jl Letjen Sujono Humardani No 1 Jombor,Kec. Sukoharjo                ,Kab. Sukoharjo                ,univetbantara.ac.id,0271 593156,univetbantara@yahoo.com
LLDIKTI Wilayah VI,PTS,061030  ,Universitas Sains Alqur an,Universitas,Prop. Jawa Tengah             ,Jalan Raya Kalibeber Km 3 Mojotengah,Kec. Mojotengah               ,Kab. Wonosobo                 ,www.unsiq.ac.id,0286 321873,humas@unsiq.ac.id
LLDIKTI Wilayah VI,PTS,061026  ,Universitas Muhammadiyah Semarang,Universitas,Prop. Jawa Tengah             ,Jalan Kedungmundu Raya 18 Kecamatan Tembalang,Kec. Tembalang                ,Kota Semarang                 ,http://unimus.ac.id,024-76740296,info@unimus.ac.id
LLDIKTI Wilayah VI,PTS,061004  ,Universitas Muhammadiyah Magelang,Universitas,Prop. Jawa Tengah             ,"Kampus 1 : Jalan Tidar No 21 
Kampus 2 : Jl. mayjend Bambang Soegeng KM5 Mertoy",Kec. Magelang Selatan         ,Kota Magelang                 ,www.ummgl.ac.id,"0293-326945, 362082",humas@ummgl.ac.id
LLDIKTI Wilayah VI,PTS,061043  ,Universitas Selamat Sri,Universitas,Prop. Jawa Tengah             ,Jl. Soekarno-Hatta Km. 03 Kendal ,Kec. Patebon                  ,Kab. Kendal                   ,www.uniss.ac.id,0294 369 0577,admin@uniss.ac.id
LLDIKTI Wilayah VI,PTS,061041  ,Universitas Nahdlatul Ulama Al Ghazali Cilacap,Universitas,Prop. Jawa Tengah             ,Jl. Kemerdekaan Timur No. 16 Kesugihan Cilacap,Kec. Kesugihan                ,Kab. Cilacap                  ,www.unugha.ac.id,0282 695415,kita@unugha.ac.id
LLDIKTI Wilayah VI,PTS,061048  ,Universitas  Harapan Bangsa,Universitas,Prop. Jawa Tengah             ,Jalan Raden Patah No. 100 Kel. Ledug,Kec. Kembaran                 ,Kab. Banyumas                 ,,,
LLDIKTI Wilayah VI,PTS,061002  ,Universitas Islam Sultan Agung,Universitas,Prop. Jawa Tengah             ,"Jalan Raya Kaligawe Km 4, Terboyo Kulon, Gunuk",Kec. Genuk                    ,Kota Semarang                 ,www.unissula.ac.id,(024)6583584,informasi@unissula.ac.id
LLDIKTI Wilayah VI,PTS,061012  ,Universitas Katolik Soegijapranata,Universitas,Prop. Jawa Tengah             ,Jalan Pawiyatan Luhur IV/1 ,Kec. Banyumanik               ,Kota Semarang                 ,www.unika.ac.id,"024-8441555,8505003",kontak@unika.ac.id
LLDIKTI Wilayah VI,PTS,061046  ,Universitas Nasional Karangturi Semarang,Universitas,Prop. Jawa Tengah             ,Jl Raden Patah No. 182-192 Semarang,Kec. Semarang Timur           ,Kota Semarang                 ,www.unkartur.ac.id,(024) 3545882,info@unkartur.ac.id
LLDIKTI Wilayah VI,PTS,061037  ,Universitas Islam Nahdlatul Ulama Jepara,Universitas,Prop. Jawa Tengah             , Jl. Taman siswa Pekeng Tahunan Jepara,Kec. Tahunan                  ,Kab. Jepara                   ,http://www.unisnu.ac.id,0291-595320,info@unisnu.ac.id
LLDIKTI Wilayah VI,PTS,061047  ,Universitas Duta Bangsa Surakarta,Universitas,Prop. Jawa Tengah             ,Jalan Bhayangkara No 55,Kec. Serengan                 ,Kota Surakarta                ,,,
LLDIKTI Wilayah VI,PTS,061028  ,Universitas Nahdlatul Ulama Surakarta,Universitas,Prop. Jawa Tengah             ,Jalan Dr Wahidin 05 VI Penumping Laweyan,Kec. Laweyan                  ,Kota Surakarta                ,www.unu.ac.id,0271-717954,unusurakarta@yahoo.com
LLDIKTI Wilayah VI,PTS,061024  ,Universitas Surakarta,Universitas,Prop. Jawa Tengah             ,Jalan Raya Palur Km 5 ,Kec. Laweyan                  ,Kota Surakarta                ,www.unsa.ac.id,0271-825117,info@unsa.ac.id
LLDIKTI Wilayah VI,PTS,061015  ,Universitas Islam Batik,Universitas,Prop. Jawa Tengah             ,Jl H Agus Salim No 10 Surakarta,Kec. Laweyan                  ,Kota Surakarta                ,www.uniba.ac.id,0271-714751,info@uniba.ac.id
LLDIKTI Wilayah VI,PTS,061044  ,Universitas Ngudi Waluyo,Universitas,Prop. Jawa Tengah             ,Jalan Gedong Songo Candirejo ,Kec. Ungaran Barat            ,Kab. Semarang                 ,unw.ac.id,0246925408,ngudiwaluyo@unw.ac.id
LLDIKTI Wilayah VI,PTS,061042  ,Universitas Peradaban,Universitas,Prop. Jawa Tengah             ,,Kec. Paguyangan               ,Kab. Brebes                   ,peradaban.ac.id,0289-432032,admin@peradaban.ac.id
LLDIKTI Wilayah VI,PTS,061033  ,Universitas Sahid Surakarta,Universitas,Prop. Jawa Tengah             ,Jalan Adi Sucipto 154 Jajar ,Kec. Laweyan                  ,Kota Surakarta                ,www.usahidsolo.ac.id,0271-743493,baak.usahid@gmail.com
LLDIKTI Wilayah VI,PTS,061027  ,Universitas Wahid Hasyim,Universitas,Prop. Jawa Tengah             ,Jl. Menoreh Tengah X/22 Sampangan,,Kota Semarang                 ,www.unwahas.ac.id,0248505680,wahidhasyim@unwahas.ac.id
LLDIKTI Wilayah VI,PTS,061029  ,Universitas Stikubank,Universitas,Prop. Jawa Tengah             ,Jalan Tri Lomba Juang No 1 ,,Kota Semarang                 ,www.unisbank.ac.id,024-8311668,info@unisbank.ac.id
LLDIKTI Wilayah VI,PTS,061003  ,Universitas 17 Agustus 1945 Semarang,Universitas,Prop. Jawa Tengah             ,Jalan Pawiyitan Luhur Bendan Dhuwur,,Kota Semarang                 ,untagsmg.ac.id,024-8441771,untag@untagsmg.ac.id
LLDIKTI Wilayah VI,PTS,061011  ,Universitas Pekalongan,Universitas,Prop. Jawa Tengah             ,Jalan Sriwijaya No 3 ,,Kota Pekalongan               ,www.unikal.ac.id,0285-421096,unikal.ac.id@gmail.com
LLDIKTI Wilayah VI,PTS,061013  ,Universitas Pancasakti Tegal,Universitas,Prop. Jawa Tengah             ,Jl. Halmahera KM. 1 Kota Tegal,,Kota Tegal                    ,www.upstegal.ac.id,0283-351082,upstegal@upstegal.ac.id
LLDIKTI Wilayah VI,PTS,061021  ,Universitas Pandanaran,Universitas,Prop. Jawa Tengah             ,Jl Banjarsari Barat No 1 Tembalang Semarang,,Kota Semarang                 ,unpand.ac.id,(024) 70797974,info@unpand.ac.id
LLDIKTI Wilayah VI,PTS,061038  ,Universitas PGRI Semarang,Universitas,Prop. Jawa Tengah             ,"Jalan Lontar No 1 Semarang
",,Kota Semarang                 ,https;//www.upgris.ac.id,024-8316377,upgrismg@gmail.com
LLDIKTI Wilayah VI,PTS,061017  ,Universitas Semarang,Universitas,Prop. Jawa Tengah             ,Jalan  Soekarno Hatta ,,Kota Semarang                 ,www.usm.ac.id,024 6702757,univ_smg@usm.ac.id
LLDIKTI Wilayah VI,PTS,061031  ,Universitas Dian Nuswantoro,Universitas,Prop. Jawa Tengah             ,"Kampus I  : Jalan Imam Bonjol 207 Semarang 50131

Kampus II : Jalan Nakula I No ",,Kota Semarang                 ,www.dinus.ac.id,024-3517261,sekretariat@dinus.ac.id
LLDIKTI Wilayah VI,PTS,061034  ,Universitas Aki,Universitas,Prop. Jawa Tengah             ,"Jl. Imam Bonjol No. 15, 16, 17 Semarang",,Kota Semarang                 ,www.unaki.ac.id,024-3552555,pmb@unaki.ac.id
LLDIKTI Wilayah VI,PTS,061006  ,Universitas Slamet Riyadi,Universitas,Prop. Jawa Tengah             ,Jalan Sumpah Pemuda No. 18 Kadipiro Banjarsari Surakarta Jawa Tengah,,Kota Surakarta                ,www.unisri.ac.id,0271-853839,info@unisri.ac.id
LLDIKTI Wilayah VI,PTS,061001  ,Universitas Kristen Satya Wacana,Universitas,Prop. Jawa Tengah             ,Jalan Diponegoro 52-60 ,,Kota Salatiga                 ,www.uksw.edu,0298-321212,rektor@uksw.edu
LLDIKTI Wilayah VI,PTS,061022  ,Universitas Setia Budi Surakarta,Universitas,Prop. Jawa Tengah             ,Jalan Letjen Sutoyo Mojosongo,,Kota Surakarta                ,www.setiabudi.ac.id,0271-852518,info@setiabudi.ac.id
LLDIKTI Wilayah VI,PTS,061020  ,Universitas Kristen Surakarta,Universitas,Prop. Jawa Tengah             ,Jl R W Monginsidi No 36-38 ,,Kota Surakarta                ,www.uks.ac.id,(0271)637145,info@uks.ac.id
LLDIKTI Wilayah VI,PTS,061032  ,Universitas Sultan Fatah,Universitas,Prop. Jawa Tengah             ,Jl. Diponegoro No. 1B Jogoloyo Demak,,Kab. Demak                    ,www.unisfat.ac.id,0291-688227,unisfat@yahoo.com
LLDIKTI Wilayah VI,PTS,061014  ,Universitas Darul Ulum Islamic Centre Sudirman,Universitas,Prop. Jawa Tengah             ,Jalan Tentara Pelajar No 13 Ungaran,,Kab. Semarang                 ,undaris.ac.id,024-6923180,undaris.ung@gmail.com
LLDIKTI Wilayah VI,PTS,061010  ,Universitas Tunas Pembangunan Surakarta (UTP),Universitas,Prop. Jawa Tengah             ,Jalan Balekambang Lor No 1 Manahan Banjarsari,,Kota Surakarta                ,www.utp.ac.id,0271-726278,utp.ska@gmail.com
LLDIKTI Wilayah VI,PTS,061036  ,Universitas Muhadi Setiabudi,Universitas,Prop. Jawa Tengah             ," Jl. P. Diponegoro Km 2 Pesantunan, Wanasari Brebes – Jawa Tengah

",,Kab. Brebes                   ,www.umus.ac.id ,(0283) 6199000,muhadisetiabudi@gmail.com
LLDIKTI Wilayah VI,PTS,061018  ,Universitas Widya Dharma,Universitas,Prop. Jawa Tengah             ,Jalan Ki Hajar Dewantara ,,Kab. Klaten                   ,www.unwidha.ac.id,(0272)322363,info@unwidha.ac.id
